"Site"	"Year"	"T1"	"T2"	"T3"	"RAD1"	"RAD2"	"RAD3"	"B"
"18"	18	1995	14.7980392156863	20.6245098039216	22.643137254902	19.0960784313726	22.8941176470588	20.1509803921569	2726.06017563969
"19"	19	1995	11.8441176470588	18.7990196078431	21.921568627451	16.0196078431373	20.5529411764706	19.0529411764706	2568.66008678913
"20"	20	1995	11.7990196078431	18.1950980392157	21.5039215686275	16.0666666666667	19.6549019607843	18.9372549019608	2541.41325114159
"21"	21	1995	11.8441176470588	18.7990196078431	21.921568627451	16.0196078431373	20.5529411764706	19.0529411764706	2568.66008678913
"22"	22	1995	14.3196078431373	20.5490196078431	22.9872549019608	19.4647058823529	23.2372549019608	20.8960784313725	2778.82025905533
"23"	23	1995	12.7176470588235	19.4352941176471	22.3529411764706	16.8176470588235	20.8117647058824	19.6725490196078	2597.52146128709
"24"	24	1995	14.3196078431373	20.5490196078431	22.9872549019608	19.4647058823529	23.2372549019608	20.8960784313725	2778.82025905533
"25"	25	1995	12.1803921568627	18.9921568627451	22.2147058823529	16.0196078431373	20.5529411764706	19.0529411764706	2540.75047018754
"26"	26	1995	12.7176470588235	19.4352941176471	22.3529411764706	16.8176470588235	20.8117647058824	19.6725490196078	2597.52146128709
"27"	27	1995	12.95	19.1803921568627	21.3078431372549	19.1196078431373	22.8294117647059	20.7509803921569	2851.31846690663
"28"	28	1995	11.7156862745098	18.3343137254902	21.8098039215686	14.8117647058824	18.9941176470588	18.4352941176471	2440.69433557732
"29"	29	1995	11.7156862745098	18.3343137254902	21.8098039215686	14.8117647058824	18.9941176470588	18.4352941176471	2440.69433557732
"30"	30	1995	14.3127450980392	20.0735294117647	22.6656862745098	19.4647058823529	23.2372549019608	20.8960784313725	2884.17778704875
"31"	31	1995	14.1970588235294	20.2470588235294	22.2843137254902	19.2823529411765	22.3254901960784	20.5019607843137	2679.22585184734
"32"	32	1995	13.371568627451	19.9696078431373	23.05	17.9705882352941	21.8019607843137	20.4137254901961	2647.05692353884
"33"	33	1995	11.7990196078431	18.1950980392157	21.5039215686275	16.0666666666667	19.6549019607843	18.9372549019608	2541.41325114159
"34"	34	1995	14.1970588235294	20.2470588235294	22.2843137254902	19.2823529411765	22.3254901960784	20.5019607843137	2679.22585184734
"35"	35	1995	14.7980392156863	20.6245098039216	22.643137254902	19.0960784313726	22.8941176470588	20.1509803921569	2726.06017563969
"36"	36	1995	12.7176470588235	19.4352941176471	22.3529411764706	16.8176470588235	20.8117647058824	19.6725490196078	2597.52146128709
"37"	37	1995	13.3	19.321568627451	21.3558823529412	20.0764705882353	22.4882352941176	20.4117647058824	2800.85642531268
"38"	38	1995	12.1803921568627	18.9921568627451	22.2147058823529	16.0196078431373	20.5529411764706	19.0529411764706	2540.75047018754
"39"	39	1995	11.7441176470588	18.443137254902	21.9656862745098	14.8117647058824	18.9941176470588	18.4352941176471	2453.55469344676
"40"	40	1995	13.3	19.321568627451	21.3558823529412	20.0764705882353	22.4882352941176	20.4117647058824	2800.85642531268
"41"	1	1996	13.5647058823529	19.6450980392157	20.5637254901961	16.756862745098	22.4823529411765	19.2	2838.16444457202
"42"	2	1996	13.4950980392157	19.9686274509804	21.0823529411765	16.878431372549	23.5509803921569	20.443137254902	2937.12259668044
"43"	3	1996	13.2156862745098	19.2990196078431	19.8676470588235	18.8392156862745	21.3647058823529	18.7	2743.68097428676
"44"	4	1996	12.6588235294118	19.1892156862745	20.2980392156863	15.0509803921569	22.0137254901961	20.1392156862745	2883.66953190451
"45"	5	1996	10.3666666666667	16.2411764705882	18.3941176470588	14.2882352941176	20	17.8392156862745	2889.94565259424
"46"	6	1996	13.0892156862745	19.3343137254902	20.4049019607843	16.0921568627451	22.3254901960784	19.5	2877.7867027125
"47"	7	1996	13.1117647058824	19.1519607843137	19.8274509803922	18.6921568627451	21.9294117647059	19.6901960784314	2840.27091725505
"48"	8	1996	12.6588235294118	19.1892156862745	20.2980392156863	15.0509803921569	22.0137254901961	20.1392156862745	2883.66953190451
"49"	9	1996	11.606862745098	18.1637254901961	19.6049019607843	14.4058823529412	20.8235294117647	18.956862745098	2857.14089634211
"50"	10	1996	13.5441176470588	19.721568627451	20.2166666666667	18.5450980392157	20.1450980392157	17.2921568627451	2558.59542881303
"51"	11	1996	13.5647058823529	19.6450980392157	20.5637254901961	16.756862745098	22.4823529411765	19.2	2838.16444457202
"52"	12	1996	14.521568627451	20.5147058823529	21.1205882352941	18.5764705882353	22.5078431372549	18.9647058823529	2779.21254916468
"53"	13	1996	14.2137254901961	20.3696078431373	21.3294117647059	18.3313725490196	23.7588235294118	20.621568627451	2946.84661989479
"54"	14	1996	12.2274509803922	18.2529411764706	19.1205882352941	16.756862745098	22.4823529411765	19.2	3025.98308538484
"55"	15	1996	13.9470588235294	19.9441176470588	21.0774509803922	18.3313725490196	23.7588235294118	20.621568627451	3030.13496127064
"56"	16	1996	13.4950980392157	19.9686274509804	21.0823529411765	16.878431372549	23.5509803921569	20.443137254902	2937.12259668044
"57"	17	1996	11.5176470588235	17.9813725490196	19.4127450980392	13.9725490196078	21.3274509803922	19.3235294117647	2937.55614294763
"58"	18	1996	14.521568627451	20.5147058823529	21.1205882352941	18.5764705882353	22.5078431372549	18.9647058823529	2779.21254916468
"59"	19	1996	12.3686274509804	18.7117647058824	19.8882352941176	15.7294117647059	21.7686274509804	19.2921568627451	2880.30796889207
"60"	20	1996	11.5176470588235	17.9813725490196	19.4127450980392	13.9725490196078	21.3274509803922	19.3235294117647	2937.55614294763
"61"	21	1996	12.3686274509804	18.7117647058824	19.8882352941176	15.7294117647059	21.7686274509804	19.2921568627451	2880.30796889207
"62"	22	1996	14.2137254901961	20.3696078431373	21.3294117647059	18.3313725490196	23.7588235294118	20.621568627451	2946.84661989479
"63"	23	1996	13.0892156862745	19.3343137254902	20.4049019607843	16.0921568627451	22.3254901960784	19.5	2877.7867027125
"64"	24	1996	14.2137254901961	20.3696078431373	21.3294117647059	18.3313725490196	23.7588235294118	20.621568627451	2946.84661989479
"65"	25	1996	12.5578431372549	18.9970588235294	20.1617647058824	15.7294117647059	21.7686274509804	19.2921568627451	2858.23457176601
"66"	26	1996	13.0892156862745	19.3343137254902	20.4049019607843	16.0921568627451	22.3254901960784	19.5	2877.7867027125
"67"	27	1996	12.9745098039216	19.0598039215686	19.7225490196078	18.2490196078431	22.3627450980392	19.3705882352941	2885.613270559
"68"	28	1996	11.5549019607843	18.0901960784314	19.6117647058824	14.4058823529412	20.8235294117647	18.956862745098	2841.52978555995
"69"	29	1996	11.5549019607843	18.0901960784314	19.6117647058824	14.4058823529412	20.8235294117647	18.956862745098	2841.52978555995
"70"	30	1996	13.9470588235294	19.9441176470588	21.0774509803922	18.3313725490196	23.7588235294118	20.621568627451	3030.13496127064
"71"	31	1996	14.1	20.1205882352941	20.743137254902	18.3490196078431	22.6352941176471	19.4666666666667	2808.5763183819
"72"	32	1996	13.4950980392157	19.9686274509804	21.0823529411765	16.878431372549	23.5509803921569	20.443137254902	2937.12259668044
"73"	33	1996	11.5176470588235	17.9813725490196	19.4127450980392	13.9725490196078	21.3274509803922	19.3235294117647	2937.55614294763
"74"	34	1996	14.1	20.1205882352941	20.743137254902	18.3490196078431	22.6352941176471	19.4666666666667	2808.5763183819
"75"	35	1996	14.521568627451	20.5147058823529	21.1205882352941	18.5764705882353	22.5078431372549	18.9647058823529	2779.21254916468
"76"	36	1996	13.0892156862745	19.3343137254902	20.4049019607843	16.0921568627451	22.3254901960784	19.5	2877.7867027125
"77"	37	1996	13.2156862745098	19.2990196078431	19.8676470588235	18.8392156862745	21.3647058823529	18.7	2743.68097428676
"78"	38	1996	12.5578431372549	18.9970588235294	20.1617647058824	15.7294117647059	21.7686274509804	19.2921568627451	2858.23457176601
"79"	39	1996	11.606862745098	18.1637254901961	19.6049019607843	14.4058823529412	20.8235294117647	18.956862745098	2857.14089634211
"80"	40	1996	13.2156862745098	19.2990196078431	19.8676470588235	18.8392156862745	21.3647058823529	18.7	2743.68097428676
"81"	1	1997	14.6058823529412	18.55	21.7549019607843	20.121568627451	17.578431372549	19.1392156862745	2582.91133640381
"82"	2	1997	14.4294117647059	18.4852941176471	21.7058823529412	20.721568627451	19.5490196078431	18.9411764705882	2710.46331929931
"83"	3	1997	14.5882352941176	18.0872549019608	21.3970588235294	20.0941176470588	17.2098039215686	18.5450980392157	2519.70776151054
"84"	4	1997	13.3274509803922	17.4921568627451	20.9843137254902	19.7960784313725	18.121568627451	17.6196078431373	2631.47510768587
"85"	5	1997	11.4401960784314	15.9637254901961	19.1882352941176	18.8019607843137	16.6333333333333	16.7235294117647	2652.86697456022
"86"	6	1997	13.7911764705882	17.9980392156863	21.3823529411765	19.743137254902	17.9803921568627	18.3823529411765	2597.76092581463
"87"	7	1997	14.1637254901961	18.2656862745098	21.3274509803922	20.3352941176471	18.0549019607843	19.5098039215686	2632.757089963
"88"	8	1997	13.3274509803922	17.4921568627451	20.9843137254902	19.7960784313725	18.121568627451	17.6196078431373	2631.47510768587
"89"	9	1997	12.221568627451	17.0294117647059	20.5754901960784	18.6176470588235	16.8294117647059	17.2235294117647	2523.58303750555
"90"	10	1997	15.0156862745098	18.2539215686275	21.7274509803922	19.0117647058824	16.2549019607843	17.1666666666667	2332.27282784341
"91"	11	1997	14.6058823529412	18.55	21.7549019607843	20.121568627451	17.578431372549	19.1392156862745	2582.91133640381
"92"	12	1997	16.0196078431373	19.4588235294118	22.3686274509804	20.1313725490196	18.543137254902	19.0098039215686	2475.00645487382
"93"	13	1997	15.4225490196078	19.2411764705882	22.0833333333333	21.0372549019608	20.0470588235294	19.5254901960784	2706.45772002493
"94"	14	1997	13.1921568627451	17.2921568627451	20.9127450980392	20.121568627451	17.578431372549	19.1392156862745	2726.69588515168
"95"	15	1997	15.3441176470588	19.0049019607843	21.6264705882353	21.0372549019608	20.0470588235294	19.5254901960784	2750.39734774493
"96"	16	1997	14.4294117647059	18.4852941176471	21.7058823529412	20.721568627451	19.5490196078431	18.9411764705882	2710.46331929931
"97"	17	1997	12.3519607843137	16.6362745098039	19.9852941176471	19.2098039215686	16.7529411764706	16.5941176470588	2560.78221139381
"98"	18	1997	16.0196078431373	19.4588235294118	22.3686274509804	20.1313725490196	18.543137254902	19.0098039215686	2475.00645487382
"99"	19	1997	12.7794117647059	17.4245098039216	20.9617647058824	19.6470588235294	18.2058823529412	18.043137254902	2636.2414258389
"100"	20	1997	12.3519607843137	16.6362745098039	19.9852941176471	19.2098039215686	16.7529411764706	16.5941176470588	2560.78221139381
"101"	21	1997	12.7794117647059	17.4245098039216	20.9617647058824	19.6470588235294	18.2058823529412	18.043137254902	2636.2414258389
"102"	22	1997	15.4225490196078	19.2411764705882	22.0833333333333	21.0372549019608	20.0470588235294	19.5254901960784	2706.45772002493
"103"	23	1997	13.7911764705882	17.9980392156863	21.3823529411765	19.743137254902	17.9803921568627	18.3823529411765	2597.76092581463
"104"	24	1997	15.4225490196078	19.2411764705882	22.0833333333333	21.0372549019608	20.0470588235294	19.5254901960784	2706.45772002493
"105"	25	1997	13.1078431372549	17.4852941176471	20.9882352941176	19.6470588235294	18.2058823529412	18.043137254902	2649.63925485693
"106"	26	1997	13.7911764705882	17.9980392156863	21.3823529411765	19.743137254902	17.9803921568627	18.3823529411765	2597.76092581463
"107"	27	1997	14.1941176470588	18.2049019607843	21.5117647058824	20.5705882352941	17.943137254902	19.478431372549	2645.55684648329
"108"	28	1997	12.2754901960784	16.8147058823529	20.2921568627451	18.6176470588235	16.8294117647059	17.2235294117647	2561.17007291193
"109"	29	1997	12.2754901960784	16.8147058823529	20.2921568627451	18.6176470588235	16.8294117647059	17.2235294117647	2561.17007291193
"110"	30	1997	15.3441176470588	19.0049019607843	21.6264705882353	21.0372549019608	20.0470588235294	19.5254901960784	2750.39734774493
"111"	31	1997	15.5235294117647	19.1098039215686	22.2245098039216	20.3196078431373	18.2941176470588	19.2019607843137	2530.6738041058
"112"	32	1997	14.4294117647059	18.4852941176471	21.7058823529412	20.721568627451	19.5490196078431	18.9411764705882	2710.46331929931
"113"	33	1997	12.3519607843137	16.6362745098039	19.9852941176471	19.2098039215686	16.7529411764706	16.5941176470588	2560.78221139381
"114"	34	1997	15.5235294117647	19.1098039215686	22.2245098039216	20.3196078431373	18.2941176470588	19.2019607843137	2530.6738041058
"115"	35	1997	16.0196078431373	19.4588235294118	22.3686274509804	20.1313725490196	18.543137254902	19.0098039215686	2475.00645487382
"116"	36	1997	13.7911764705882	17.9980392156863	21.3823529411765	19.743137254902	17.9803921568627	18.3823529411765	2597.76092581463
"117"	37	1997	14.5882352941176	18.0872549019608	21.3970588235294	20.0941176470588	17.2098039215686	18.5450980392157	2519.70776151054
"118"	38	1997	13.1078431372549	17.4852941176471	20.9882352941176	19.6470588235294	18.2058823529412	18.043137254902	2649.63925485693
"119"	39	1997	12.221568627451	17.0294117647059	20.5754901960784	18.6176470588235	16.8294117647059	17.2235294117647	2523.58303750555
"120"	40	1997	14.5882352941176	18.0872549019608	21.3970588235294	20.0941176470588	17.2098039215686	18.5450980392157	2519.70776151054
"121"	1	1998	13.5333333333333	18.7235294117647	21.4764705882353	18.4627450980392	20.2803921568627	19.8941176470588	2867.83429038232
"122"	2	1998	13.6519607843137	18.3245098039216	21.4745098039216	18.1411764705882	20.6764705882353	20.2803921568627	2949.05426218824
"123"	3	1998	12.5901960784314	19.1519607843137	21.2941176470588	18.0666666666667	18.9666666666667	19.3254901960784	2608.16889536481
"124"	4	1998	12.928431372549	17.6754901960784	20.2666666666667	17.0686274509804	18.3117647058824	19.2058823529412	2748.33034657603
"125"	5	1998	11.8137254901961	15.9892156862745	18.1941176470588	16.4196078431373	16.5078431372549	17.4098039215686	2893.68601944099
"126"	6	1998	13.1186274509804	18.1725490196078	21.0303921568627	17.2509803921569	19.9588235294118	19.2372549019608	2871.17296657101
"127"	7	1998	12.6774509803922	19.421568627451	21.5882352941176	18.3235294117647	20.2294117647059	19.6882352941176	2683.81141292597
"128"	8	1998	12.928431372549	17.6754901960784	20.2666666666667	17.0686274509804	18.3117647058824	19.2058823529412	2748.33034657603
"129"	9	1998	12.3264705882353	17.2990196078431	19.6274509803922	16.8686274509804	17.3666666666667	18.0921568627451	2727.28749721998
"130"	10	1998	12.871568627451	19.1294117647059	21.4127450980392	16.6921568627451	18.2941176470588	18.0196078431373	2515.21277154497
"131"	11	1998	13.5333333333333	18.7235294117647	21.4764705882353	18.4627450980392	20.2803921568627	19.8941176470588	2867.83429038232
"132"	12	1998	14.3627450980392	19.4176470588235	22.1362745098039	18.1588235294118	20.5529411764706	20.0078431372549	2739.8623520925
"133"	13	1998	14.2333333333333	18.8803921568627	21.978431372549	19.0921568627451	21.5176470588235	20.4294117647059	2940.3167830101
"134"	14	1998	12.2450980392157	17.7833333333333	20.1833333333333	18.4627450980392	20.2803921568627	19.8941176470588	2993.17047966689
"135"	15	1998	14.1911764705882	18.1852941176471	21.5029411764706	19.0921568627451	21.5176470588235	20.4294117647059	3086.22659576718
"136"	16	1998	13.6519607843137	18.3245098039216	21.4745098039216	18.1411764705882	20.6764705882353	20.2803921568627	2949.05426218824
"137"	17	1998	12.371568627451	16.9264705882353	18.9411764705882	16.2588235294118	16.4941176470588	18.0078431372549	2747.64760312001
"138"	18	1998	14.3627450980392	19.4176470588235	22.1362745098039	18.1588235294118	20.5529411764706	20.0078431372549	2739.8623520925
"139"	19	1998	12.506862745098	17.7392156862745	20.2480392156863	17.2078431372549	19.1941176470588	19.2627450980392	2851.76049062918
"140"	20	1998	12.371568627451	16.9264705882353	18.9411764705882	16.2588235294118	16.4941176470588	18.0078431372549	2747.64760312001
"141"	21	1998	12.506862745098	17.7392156862745	20.2480392156863	17.2078431372549	19.1941176470588	19.2627450980392	2851.76049062918
"142"	22	1998	14.2333333333333	18.8803921568627	21.978431372549	19.0921568627451	21.5176470588235	20.4294117647059	2940.3167830101
"143"	23	1998	13.1186274509804	18.1725490196078	21.0303921568627	17.2509803921569	19.9588235294118	19.2372549019608	2871.17296657101
"144"	24	1998	14.2333333333333	18.8803921568627	21.978431372549	19.0921568627451	21.5176470588235	20.4294117647059	2940.3167830101
"145"	25	1998	12.6950980392157	17.7127450980392	20.3598039215686	17.2078431372549	19.1941176470588	19.2627450980392	2829.58588554798
"146"	26	1998	13.1186274509804	18.1725490196078	21.0303921568627	17.2509803921569	19.9588235294118	19.2372549019608	2871.17296657101
"147"	27	1998	12.8235294117647	18.8578431372549	21.0088235294118	18.9411764705882	21.1254901960784	20.3392156862745	2904.7119860161
"148"	28	1998	12.2833333333333	17.0901960784314	19.3549019607843	16.8686274509804	17.3666666666667	18.0921568627451	2776.59366032384
"149"	29	1998	12.2833333333333	17.0901960784314	19.3549019607843	16.8686274509804	17.3666666666667	18.0921568627451	2776.59366032384
"150"	30	1998	14.1911764705882	18.1852941176471	21.5029411764706	19.0921568627451	21.5176470588235	20.4294117647059	3086.22659576718
"151"	31	1998	13.8803921568627	19.5156862745098	21.8774509803922	19.0078431372549	20.643137254902	20.1921568627451	2758.2611618556
"152"	32	1998	13.6519607843137	18.3245098039216	21.4745098039216	18.1411764705882	20.6764705882353	20.2803921568627	2949.05426218824
"153"	33	1998	12.371568627451	16.9264705882353	18.9411764705882	16.2588235294118	16.4941176470588	18.0078431372549	2747.64760312001
"154"	34	1998	13.8803921568627	19.5156862745098	21.8774509803922	19.0078431372549	20.643137254902	20.1921568627451	2758.2611618556
"155"	35	1998	14.3627450980392	19.4176470588235	22.1362745098039	18.1588235294118	20.5529411764706	20.0078431372549	2739.8623520925
"156"	36	1998	13.1186274509804	18.1725490196078	21.0303921568627	17.2509803921569	19.9588235294118	19.2372549019608	2871.17296657101
"157"	37	1998	12.5901960784314	19.1519607843137	21.2941176470588	18.0666666666667	18.9666666666667	19.3254901960784	2608.16889536481
"158"	38	1998	12.6950980392157	17.7127450980392	20.3598039215686	17.2078431372549	19.1941176470588	19.2627450980392	2829.58588554798
"159"	39	1998	12.3264705882353	17.2990196078431	19.6274509803922	16.8686274509804	17.3666666666667	18.0921568627451	2727.28749721998
"160"	40	1998	12.5901960784314	19.1519607843137	21.2941176470588	18.0666666666667	18.9666666666667	19.3254901960784	2608.16889536481
"161"	1	1999	14.0960784313725	19.5156862745098	21.3460784313726	15.8411764705882	20.8529411764706	18.8647058823529	2735.57503418777
"162"	2	1999	13.6705882352941	19.6009803921569	21.6686274509804	16.8392156862745	22.0078431372549	19.7450980392157	2818.93178748576
"163"	3	1999	14.121568627451	19.4323529411765	20.9588235294118	16.8078431372549	20.4862745098039	17.9607843137255	2691.4894345303
"164"	4	1999	12.9813725490196	18.8539215686275	20.8578431372549	15.9156862745098	20.6941176470588	18.4137254901961	2740.30360200908
"165"	5	1999	12.0745098039216	16.7205882352941	19.3470588235294	15.8745098039216	19.3254901960784	17.4725490196078	2894.81853727326
"166"	6	1999	13.3676470588235	19.0705882352941	21.1294117647059	15.5372549019608	20.6764705882353	18.9470588235294	2735.60736303259
"167"	7	1999	14.0392156862745	19.5970588235294	20.9803921568627	17.2725490196078	20.643137254902	18.6686274509804	2697.97087531069
"168"	8	1999	12.9813725490196	18.8539215686275	20.8578431372549	15.9156862745098	20.6941176470588	18.4137254901961	2740.30360200908
"169"	9	1999	12.6019607843137	18.1823529411765	20.606862745098	16.0921568627451	19.3235294117647	18.0450980392157	2677.59737966899
"170"	10	1999	14.378431372549	19.5970588235294	21.2725490196078	15.8901960784314	19.6803921568627	17.2549019607843	2543.99679592358
"171"	11	1999	14.0960784313725	19.5156862745098	21.3460784313726	15.8411764705882	20.8529411764706	18.8647058823529	2735.57503418777
"172"	12	1999	15.5058823529412	20.3019607843137	22.128431372549	17.0019607843137	21.5647058823529	19.1529411764706	2707.61915288756
"173"	13	1999	14.6764705882353	20.1196078431373	22.0147058823529	17.7882352941176	22.3549019607843	20.1901960784314	2817.53776470738
"174"	14	1999	12.8950980392157	18.2372549019608	20.1411764705882	15.8411764705882	20.8529411764706	18.8647058823529	2916.32333830754
"175"	15	1999	14.4813725490196	19.6892156862745	21.8686274509804	17.7882352941176	22.3549019607843	20.1901960784314	2885.82134223727
"176"	16	1999	13.6705882352941	19.6009803921569	21.6686274509804	16.8392156862745	22.0078431372549	19.7450980392157	2818.93178748576
"177"	17	1999	12.5941176470588	17.9990196078431	20.0529411764706	15.9235294117647	19.6196078431373	17.5039215686275	2728.96280422328
"178"	18	1999	15.5058823529412	20.3019607843137	22.128431372549	17.0019607843137	21.5647058823529	19.1529411764706	2707.61915288756
"179"	19	1999	12.8196078431373	18.5156862745098	20.7421568627451	16.3588235294118	20.756862745098	19.021568627451	2795.48063289192
"180"	20	1999	12.5941176470588	17.9990196078431	20.0529411764706	15.9235294117647	19.6196078431373	17.5039215686275	2728.96280422328
"181"	21	1999	12.8196078431373	18.5156862745098	20.7421568627451	16.3588235294118	20.756862745098	19.021568627451	2795.48063289192
"182"	22	1999	14.6764705882353	20.1196078431373	22.0147058823529	17.7882352941176	22.3549019607843	20.1901960784314	2817.53776470738
"183"	23	1999	13.3676470588235	19.0705882352941	21.1294117647059	15.5372549019608	20.6764705882353	18.9470588235294	2735.60736303259
"184"	24	1999	14.6764705882353	20.1196078431373	22.0147058823529	17.7882352941176	22.3549019607843	20.1901960784314	2817.53776470738
"185"	25	1999	12.9323529411765	18.6921568627451	20.85	16.3588235294118	20.756862745098	19.021568627451	2789.60482146736
"186"	26	1999	13.3676470588235	19.0705882352941	21.1294117647059	15.5372549019608	20.6764705882353	18.9470588235294	2735.60736303259
"187"	27	1999	13.8823529411765	19.1794117647059	20.8490196078431	16.721568627451	22.1666666666667	19.6882352941176	2923.89423255093
"188"	28	1999	12.5607843137255	18.1088235294118	20.3872549019608	16.0921568627451	19.3235294117647	18.0450980392157	2692.98068161596
"189"	29	1999	12.5607843137255	18.1088235294118	20.3872549019608	16.0921568627451	19.3235294117647	18.0450980392157	2692.98068161596
"190"	30	1999	14.4813725490196	19.6892156862745	21.8686274509804	17.7882352941176	22.3549019607843	20.1901960784314	2885.82134223727
"191"	31	1999	15.0774509803922	20.0460784313725	21.7843137254902	17.1725490196078	22.056862745098	19.5686274509804	2810.7628704385
"192"	32	1999	13.6705882352941	19.6009803921569	21.6686274509804	16.8392156862745	22.0078431372549	19.7450980392157	2818.93178748576
"193"	33	1999	12.5941176470588	17.9990196078431	20.0529411764706	15.9235294117647	19.6196078431373	17.5039215686275	2728.96280422328
"194"	34	1999	15.0774509803922	20.0460784313725	21.7843137254902	17.1725490196078	22.056862745098	19.5686274509804	2810.7628704385
"195"	35	1999	15.5058823529412	20.3019607843137	22.128431372549	17.0019607843137	21.5647058823529	19.1529411764706	2707.61915288756
"196"	36	1999	13.3676470588235	19.0705882352941	21.1294117647059	15.5372549019608	20.6764705882353	18.9470588235294	2735.60736303259
"197"	37	1999	14.121568627451	19.4323529411765	20.9588235294118	16.8078431372549	20.4862745098039	17.9607843137255	2691.4894345303
"198"	38	1999	12.9323529411765	18.6921568627451	20.85	16.3588235294118	20.756862745098	19.021568627451	2789.60482146736
"199"	39	1999	12.6019607843137	18.1823529411765	20.606862745098	16.0921568627451	19.3235294117647	18.0450980392157	2677.59737966899
"200"	40	1999	14.121568627451	19.4323529411765	20.9588235294118	16.8078431372549	20.4862745098039	17.9607843137255	2691.4894345303
"201"	1	2000	14.471568627451	19.5882352941176	21.0735294117647	16.4333333333333	20.2392156862745	18.9862745098039	2744.0320364016
"202"	2	2000	13.8333333333333	19.3382352941176	21.3176470588235	16.6588235294118	19.5450980392157	19.4294117647059	2722.19658227091
"203"	3	2000	14.4852941176471	19.356862745098	20.9676470588235	16.9647058823529	19.8666666666667	19.6274509803922	2754.38141316345
"204"	4	2000	13.0235294117647	18.4303921568627	20.5735294117647	14.6117647058824	18.721568627451	17.821568627451	2706.15710886012
"205"	5	2000	11.9696078431373	15.8676470588235	18.5441176470588	14.278431372549	17.5411764705882	16.7843137254902	2830.87573623493
"206"	6	2000	13.8598039215686	19.0745098039216	20.8598039215686	16.2176470588235	19.7607843137255	18.2921568627451	2744.27654582441
"207"	7	2000	14.3333333333333	19.3558823529412	21.0166666666667	18.2294117647059	20.543137254902	19.4529411764706	2801.28408344837
"208"	8	2000	13.0235294117647	18.4303921568627	20.5735294117647	14.6117647058824	18.721568627451	17.821568627451	2706.15710886012
"209"	9	2000	12.8754901960784	17.4941176470588	20.0833333333333	14.6470588235294	18.4686274509804	17.2921568627451	2769.36678712125
"210"	10	2000	14.7774509803922	19.5117647058824	21.2127450980392	15.9882352941176	19.1960784313725	18.7666666666667	2589.97617907308
"211"	11	2000	14.471568627451	19.5882352941176	21.0735294117647	16.4333333333333	20.2392156862745	18.9862745098039	2744.0320364016
"212"	12	2000	15.3941176470588	20.2813725490196	21.7637254901961	16.6764705882353	20.1117647058824	20.0627450980392	2621.31100216407
"213"	13	2000	14.706862745098	19.9578431372549	21.5676470588235	17.3529411764706	20.3941176470588	20.2490196078431	2767.47617221089
"214"	14	2000	13.5254901960784	18.4941176470588	19.9147058823529	16.4333333333333	20.2392156862745	18.9862745098039	2931.85290234736
"215"	15	2000	14.2598039215686	19.406862745098	21.1813725490196	17.3529411764706	20.3941176470588	20.2490196078431	2853.56015937133
"216"	16	2000	13.8333333333333	19.3382352941176	21.3176470588235	16.6588235294118	19.5450980392157	19.4294117647059	2722.19658227091
"217"	17	2000	12.4137254901961	17.171568627451	19.5627450980392	13.6627450980392	18.4666666666667	16.8588235294118	2736.4624569433
